PRIVATE SALE,Unnamed: 18,SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
,,2023,Y,23FTKOCT,2023-10-26,1,4,1236,1236,No Horse,No Horse,,,2022-04-22,2022,1,B,C,,Y,,,KY,BLAME,BLAME,SENIOR PROM,SENIOR PROM,MR. GREELEY,MR. GREELEY,,,,0,,,1901-01-01,CLAIBORNE FARM AGENT,,,,RICE HORSE FUTURE STAR,,,,40000,,,,,T,0.0,,SENIOR PROM,BLAME,MR. GREELEY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1237,1237,No Horse,No Horse,,,2022-03-28,2022,1,GRR,C,,Y,,,KY,TOM'S D'ETAT,TOM'S D'ETAT,SERIOUSLY SILVER,SERIOUSLY SILVER,ZENSATIONAL,ZENSATIONAL,,,,0,,,1901-01-01,BUCKLAND SALES (ZACH MADDEN) AGENT VII,,,,OUT,,,,0,,,,,T,0.0,,SERIOUSLY SILVER,TOM'S D'ETAT,ZENSATIONAL,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1238,1238,No Horse,No Horse,,,2022-04-23,2022,1,B,F,,Y,,,KY,BRODY'S CAUSE,BRODY'S CAUSE,SET'N ON READY,SET'N ON READY,MORE THAN READY,MORE THAN READY,,,,0,,,1901-01-01,WYNNSTAY SALES AGENT VI,,,,TRAVIS MURPHY,,,,7000,,,,,T,0.0,,SET'N ON READY,BRODY'S CAUSE,MORE THAN READY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1239,1239,No Horse,No Horse,,,2022-04-07,2022,1,CH,F,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,SEVEN ARROWS,SEVEN ARROWS,SUPER SAVER,SUPER SAVER,,,,0,,,1901-01-01,LEGACY BLOODSTOCK AGENT II,,,,MCCUTCHEN TRAINING CENTER,,,,9500,,,,,T,0.0,,SEVEN ARROWS,CLASSIC EMPIRE,SUPER SAVER,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1240,1240,No Horse,No Horse,,,2022-05-08,2022,1,DKB,C,,Y,,,KY,MASTERY,MASTERY,SEVERN SHORE,SEVERN SHORE,PURE PRIZE,PURE PRIZE,,,,0,,,1901-01-01,FRANKFORT PARK FARM AGENT,,,,PETE REIMAN,,,,11000,,,,,T,0.0,,SEVERN SHORE,MASTERY,PURE PRIZE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1241,1241,No Horse,No Horse,,,2022-01-30,2022,1,DKB,C,,Y,,,KY,SPUN TO RUN,SPUN TO RUN,SHABANG BABY,SHABANG BABY,HORSE GREELEY,HORSE GREELEY,,,,0,,,1901-01-01,GAINESWAY AGENT III,,,,OUT,,,,0,,,,,T,0.0,,SHABANG BABY,SPUN TO RUN,HORSE GREELEY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1242,1242,No Horse,No Horse,,,2022-03-04,2022,1,B,C,,Y,,,KY,CAIRO PRINCE,CAIRO PRINCE,SHACKIN UP,SHACKIN UP,SHACKLEFORD,SHACKLEFORD,,,,0,,,1901-01-01,ST GEORGE SALES AGENT XXI,,,,KORINA STABLE,,,,43000,,,,,T,0.0,,SHACKIN UP,CAIRO PRINCE,SHACKLEFORD,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1243,1243,No Horse,No Horse,,,2022-03-24,2022,1,CH,F,,Y,,,FL,VINO ROSSO,VINO ROSSO,SHAHALA (AUS),SHAHALA (AUS),BERNARDINI,BERNARDINI,,,,0,,,1901-01-01,FLY BY THOROUGHBREDS AGENT,,,,OUT,,,,0,,,,,T,0.0,,SHAHALA (AUS),VINO ROSSO,BERNARDINI,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1244,1244,No Horse,No Horse,,,2022-04-23,2022,1,DKB,C,,Y,,,KY,TWIRLING CANDY,TWIRLING CANDY,SHANGHAI TARIFF,SHANGHAI TARIFF,SHANGHAI BOBBY,SHANGHAI BOBBY,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XVII,,,,OUT,,,,0,,,,,T,0.0,,SHANGHAI TARIFF,TWIRLING CANDY,SHANGHAI BOBBY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1245,1245,No Horse,No Horse,,,2022-03-21,2022,1,DKB,C,,Y,,,KY,FROSTED,FROSTED,SHARED SECRET,SHARED SECRET,UNCLE MO,UNCLE MO,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,COLD SPRINGS FARM,,,,2000,,,,,T,0.0,,SHARED SECRET,FROSTED,UNCLE MO,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1246,1246,No Horse,No Horse,,,2022-04-08,2022,1,CH,C,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,SHARP INSTINCT,SHARP INSTINCT,AWESOME AGAIN,AWESOME AGAIN,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXXIV,,,,MAHMUD MOUNI,,,,4000,,,,,T,0.0,,SHARP INSTINCT,TIZ THE LAW,AWESOME AGAIN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1247,1247,No Horse,No Horse,,,2022-03-23,2022,1,DKB,F,,Y,,,KY,GAME WINNER,GAME WINNER,SHE BE WILD,SHE BE WILD,OFFLEE WILD,OFFLEE WILD,,,,0,,,1901-01-01,BLUEWATER SALES LLC AGENT V,,,,NOT SOLD,,,,27000,,,,,T,0.0,,SHE BE WILD,GAME WINNER,OFFLEE WILD,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1248,1248,No Horse,No Horse,,,2022-04-06,2022,1,CH,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,SHELTOWEE'S POINT,SHELTOWEE'S POINT,CALEB'S POSSE,CALEB'S POSSE,,,,0,,,1901-01-01,SHELTOWEE SALES AGENT,,,,NOT SOLD,,,,29000,,,,,T,0.0,,SHELTOWEE'S POINT,VINO ROSSO,CALEB'S POSSE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1249,1249,No Horse,No Horse,,,2022-04-07,2022,1,CH,F,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,SHEMAKESMEHAPPY,SHEMAKESMEHAPPY,MAJESTIC WARRIOR,MAJESTIC WARRIOR,,,,0,,,1901-01-01,FRANKFORT PARK FARM AGENT,,,,TAPROOT FOR NICK ZAVOLAS,,,,15000,,,,,T,0.0,,SHEMAKESMEHAPPY,MACLEAN'S MUSIC,MAJESTIC WARRIOR,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1250,1250,No Horse,No Horse,,,2022-03-31,2022,1,B,C,,Y,,,KY,TAKE CHARGE INDY,TAKE CHARGE INDY,SHESACURLINMYTOES,SHESACURLINMYTOES,CURLIN,CURLIN,,,,0,,,1901-01-01,FRANKFORT PARK FARM AGENT,,,,PAPACHO STABLE,,,,6000,,,,,T,0.0,,SHESACURLINMYTOES,TAKE CHARGE INDY,CURLIN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1251,1251,No Horse,No Horse,,,2022-02-22,2022,1,DKB,F,,Y,,,KY,LORD NELSON,LORD NELSON,SHE'S FINE TUNED,SHE'S FINE TUNED,MACLEAN'S MUSIC,MACLEAN'S MUSIC,,,,0,,,1901-01-01,WARRENDALE SALES AGENT III,,,,NOT SOLD,,,,14000,,,,,T,0.0,,SHE'S FINE TUNED,LORD NELSON,MACLEAN'S MUSIC,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1252,1252,No Horse,No Horse,,,2022-02-17,2022,1,DKB,F,,Y,,,KY,GET STORMY,GET STORMY,SHE'S MESSI,SHE'S MESSI,PURIM,PURIM,,,,0,,,1901-01-01,POPE MCLEAN (CRESTWOOD FARM) AGENT III,,,,OUT,,,,0,,,,,T,0.0,,SHE'S MESSI,GET STORMY,PURIM,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1253,1253,No Horse,No Horse,,,2022-04-21,2022,1,B,C,,Y,,,KY,IMPROBABLE,IMPROBABLE,SHE'S NOT HERE,SHE'S NOT HERE,STREET CRY (IRE),STREET CRY (IRE),,,,0,,,1901-01-01,HIGHGATE SALES AGENT VIII,,,,CHESTNUT HILL STABLE,,,,11000,,,,,T,0.0,,SHE'S NOT HERE,IMPROBABLE,STREET CRY (IRE),
,,2023,Y,23FTKOCT,2023-10-26,1,4,1254,1254,No Horse,No Horse,,,2022-05-09,2022,1,B,F,,Y,,,KY,GIRVIN,GIRVIN,SHE'S NOT LAZY,SHE'S NOT LAZY,TIZNOW,TIZNOW,,,,0,,,1901-01-01,AIRDRIE STUD RAISED & OFFERED,,,,SHOOTING STAR SALES LLC,,,,32000,,,,,T,0.0,,SHE'S NOT LAZY,GIRVIN,TIZNOW,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1255,1255,No Horse,No Horse,,,2022-05-08,2022,1,DKB,F,,Y,,,KY,HONOR CODE,HONOR CODE,SHE'S OFFLEE GOOD,SHE'S OFFLEE GOOD,OFFLEE WILD,OFFLEE WILD,,,,0,,,1901-01-01,VINERY SALES AGENT LVI,,,,CHRIS MELTON,,,,3000,,,,,T,0.0,,SHE'S OFFLEE GOOD,HONOR CODE,OFFLEE WILD,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1256,1256,No Horse,No Horse,,,2022-04-18,2022,1,B,C,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,SHEZA ROUNDER,SHEZA ROUNDER,STAR DABBLER,STAR DABBLER,,,,0,,,1901-01-01,FORBUSH FARM,,,,NOT SOLD,,,,19000,,,,,T,0.0,,SHEZA ROUNDER,THOUSAND WORDS,STAR DABBLER,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1257,1257,No Horse,No Horse,,,2022-04-27,2022,1,B,C,,Y,,,KY,GORMLEY,GORMLEY,SHILAH BABY,SHILAH BABY,GRAYDAR,GRAYDAR,,,,0,,,1901-01-01,BTE STABLES,,,,LUIS VON CHONG,,,,15000,,,,,T,0.0,,SHILAH BABY,GORMLEY,GRAYDAR,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1258,1258,No Horse,No Horse,,,2022-04-20,2022,1,DKB,C,,Y,,,KY,ENTICED,ENTICED,SHIMMERING TALE,SHIMMERING TALE,WILD AGAIN,WILD AGAIN,,,,0,,,1901-01-01,CLIFTON FARM LLC,,,,AHMAD ALABDULLATIF,,,,20000,,,,,T,0.0,,SHIMMERING TALE,ENTICED,WILD AGAIN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1259,1259,No Horse,No Horse,,,2022-01-27,2022,1,B,C,,Y,,,KY,MASTERY,MASTERY,SHINE TIME,SHINE TIME,MALIBU MOON,MALIBU MOON,,,,0,,,1901-01-01,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,RASHAD & AMZADALI JEHALUDI,,,,18000,,,,,T,0.0,,SHINE TIME,MASTERY,MALIBU MOON,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1260,1260,No Horse,No Horse,,,2022-02-14,2022,1,B,C,,Y,,,KY,ARMY MULE,ARMY MULE,SHIPPY,SHIPPY,MIDSHIPMAN,MIDSHIPMAN,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,LEGION BLOODSTOCK AGENT,,,,215000,,,,,T,0.0,,SHIPPY,ARMY MULE,MIDSHIPMAN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1261,1261,No Horse,No Horse,,,2022-03-05,2022,1,GRR,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,SHOP AMERICAN,SHOP AMERICAN,AMERICAN PHAROAH,AMERICAN PHAROAH,,,,0,,,1901-01-01,STUART MORRIS AGENT II,,,,NOT SOLD,,,,19000,,,,,T,0.0,,SHOP AMERICAN,LIAM'S MAP,AMERICAN PHAROAH,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1262,1262,No Horse,No Horse,,,2022-02-02,2022,1,DKB,F,,Y,,,NY,HONOR CODE,HONOR CODE,SHORT KAKES,SHORT KAKES,KODIAK KOWBOY,KODIAK KOWBOY,,,,0,,,1901-01-01,DOUBLE R CONSIGNMENT,,,,LARSON & ORDONEZ,,,,6000,,,,,T,0.0,,SHORT KAKES,HONOR CODE,KODIAK KOWBOY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1263,1263,No Horse,No Horse,,,2022-03-25,2022,1,DKB,F,,Y,,,KY,MORE THAN READY,MORE THAN READY,SHOTGUN'S STAR,SHOTGUN'S STAR,INCLUDE,INCLUDE,,,,0,,,1901-01-01,BUCKLAND SALES (ZACH MADDEN) AGENT VII,,,,MEAH/LLOYD AGT CALVIN NGUYEN,,,,30000,,,,,T,0.0,,SHOTGUN'S STAR,MORE THAN READY,INCLUDE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1264,1264,No Horse,No Horse,,,2022-02-19,2022,1,DKB,F,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,SHOW QUEEN,SHOW QUEEN,GRINDSTONE,GRINDSTONE,,,,0,,,1901-01-01,ST GEORGE SALES AGENT XXII,,,,RIGOBERTO ACEVEDO,,,,3500,,,,,T,0.0,,SHOW QUEEN,THOUSAND WORDS,GRINDSTONE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1265,1265,No Horse,No Horse,,,2022-04-21,2022,1,DKB,F,,Y,,,KY,WORLD OF TROUBLE,WORLD OF TROUBLE,SH SH SHAKIN',SH SH SHAKIN',RICHTER SCALE,RICHTER SCALE,,,,0,,,1901-01-01,MAINE CHANCE FARM (UNIVERSITY OF KENTUCKY),,,,FROSTY BLOODSTOCK,,,,9000,,,,,T,0.0,,SH SH SHAKIN',WORLD OF TROUBLE,RICHTER SCALE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1266,1266,No Horse,No Horse,,,2022-05-04,2022,1,B,C,,Y,,,KY,MO TOWN,MO TOWN,SIDDHARTHA,SIDDHARTHA,BUDDHA,BUDDHA,,,,0,,,1901-01-01,ST GEORGE SALES AGENT II,,,,AVK BLOODSTOCK,,,,15000,,,,,T,0.0,,SIDDHARTHA,MO TOWN,BUDDHA,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1267,1267,No Horse,No Horse,,,2022-04-20,2022,1,DKB,F,,Y,,,KY,AMERICAN PHAROAH,AMERICAN PHAROAH,SILK ASSASSIN,SILK ASSASSIN,BERNARDINI,BERNARDINI,,,,0,,,1901-01-01,BALLYSAX BLOODSTOCK AGENT VII,,,,FLYING ZEE RACING STABLE LLC,,,,70000,,,,,T,0.0,,SILK ASSASSIN,AMERICAN PHAROAH,BERNARDINI,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1268,1268,No Horse,No Horse,,,2022-01-31,2022,1,GRR,F,,Y,,,LA,FROSTED,FROSTED,SILKS AND TASSELS,SILKS AND TASSELS,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,0,,,1901-01-01,LANE'S END AGENT FOR COTEAU GROVE FARMS,,,,STONEWAY,,,,67000,,,,,T,0.0,,SILKS AND TASSELS,FROSTED,ELUSIVE QUALITY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1269,1269,No Horse,No Horse,,,2022-03-11,2022,1,GRR,F,,Y,,,KY,MAXIMUM SECURITY,MAXIMUM SECURITY,SILLY FACTOR,SILLY FACTOR,THE FACTOR,THE FACTOR,,,,0,,,1901-01-01,ST GEORGE SALES AGENT X,,,,ANTONIO SANO,,,,18000,,,,,T,0.0,,SILLY FACTOR,MAXIMUM SECURITY,THE FACTOR,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1270,1270,No Horse,No Horse,,,2022-04-29,2022,1,B,C,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,SILLY SISTER,SILLY SISTER,BROKEN VOW,BROKEN VOW,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XXXIV,,,,ANTONIO SANO,,,,25000,,,,,T,0.0,,SILLY SISTER,MACLEAN'S MUSIC,BROKEN VOW,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1271,1271,No Horse,No Horse,,,2022-04-09,2022,1,B,F,,Y,,,ON,MO TOWN,MO TOWN,SILVER ADVENTURE,SILVER ADVENTURE,SILVER DEPUTY,SILVER DEPUTY,,,,0,,,1901-01-01,SUSAN Y. FOREMAN AGENT,,,,EXLINE-BORDER RACING LLC,,,,70000,,,,,T,0.0,,SILVER ADVENTURE,MO TOWN,SILVER DEPUTY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1272,1272,No Horse,No Horse,,,2022-05-13,2022,1,CH,C,,Y,,,KY,ARMY MULE,ARMY MULE,SILVER AT MIDNIGHT,SILVER AT MIDNIGHT,LOOKIN AT LUCKY,LOOKIN AT LUCKY,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,GREG FOLEY,,,,75000,,,,,T,0.0,,SILVER AT MIDNIGHT,ARMY MULE,LOOKIN AT LUCKY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1273,1273,No Horse,No Horse,,,2022-02-20,2022,1,B,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,SILVER BEAN,SILVER BEAN,SILVER DEPUTY,SILVER DEPUTY,,,,0,,,1901-01-01,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,OUT,,,,0,,,,,T,0.0,,SILVER BEAN,VINO ROSSO,SILVER DEPUTY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1274,1274,No Horse,No Horse,,,2022-03-24,2022,1,DKB,F,,Y,,,KY,MENDELSSOHN,MENDELSSOHN,SILVER FERN,SILVER FERN,BERNARDINI,BERNARDINI,,,,0,,,1901-01-01,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,0.0,,SILVER FERN,MENDELSSOHN,BERNARDINI,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1275,1275,No Horse,No Horse,,,2022-01-29,2022,1,GRR,C,,Y,,,TX,LIAM'S MAP,LIAM'S MAP,SILVER FRAME,SILVER FRAME,NORTHERN AFLEET,NORTHERN AFLEET,,,,0,,,1901-01-01,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,0.0,,SILVER FRAME,LIAM'S MAP,NORTHERN AFLEET,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1276,1276,No Horse,No Horse,,,2022-05-04,2022,1,B,C,,Y,,,KY,CROSS TRAFFIC,CROSS TRAFFIC,SILVER LA BELLE,SILVER LA BELLE,LANGFUHR,LANGFUHR,,,,0,,,1901-01-01,WARRENDALE SALES AGENT VI,,,,KENNETH MCPEEK AGENT,,,,35000,,,,,T,0.0,,SILVER LA BELLE,CROSS TRAFFIC,LANGFUHR,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1277,1277,No Horse,No Horse,,,2022-04-16,2022,1,DKB,C,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,SILVER SCREAMER,SILVER SCREAMER,COZZENE,COZZENE,,,,0,,,1901-01-01,VINERY SALES AGENT XVI,,,,ARCADIO ESCAMILLA,,,,2000,,,,,T,0.0,,SILVER SCREAMER,GLOBAL CAMPAIGN,COZZENE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1278,1278,No Horse,No Horse,,,2022-02-21,2022,1,B,F,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,SILVER THREADS,SILVER THREADS,UNION RAGS,UNION RAGS,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LXIX,,,,DUANE WELLS,,,,1000,,,,,T,0.0,,SILVER THREADS,THOUSAND WORDS,UNION RAGS,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1279,1279,No Horse,No Horse,,,2022-03-16,2022,1,B,F,,Y,,,KY,MCKINZIE,MCKINZIE,SIP SIP,SIP SIP,BERNARDINI,BERNARDINI,,,,0,,,1901-01-01,GAINESWAY AGENT X,,,,10 FLAT THOROUGHBREDS LLC,,,,75000,,https://vimeo.com/872694305/6b3672fdbd?share=copy,,,T,0.0,,SIP SIP,MCKINZIE,BERNARDINI,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1280,1280,No Horse,No Horse,,,2022-05-08,2022,1,B,F,,Y,,,KY,MCKINZIE,MCKINZIE,SISTERHOOD,SISTERHOOD,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,NOT SOLD,,,,145000,,,,,T,0.0,,SISTERHOOD,MCKINZIE,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1281,1281,No Horse,No Horse,,,2022-04-15,2022,1,DKB,C,,Y,,,ON,CLASSIC EMPIRE,CLASSIC EMPIRE,SISTER NOVA,SISTER NOVA,VERRAZANO,VERRAZANO,,,,0,,,1901-01-01,WOODS EDGE FARM AGENT II,,,,OUT,,,,0,,,,,T,0.0,,SISTER NOVA,CLASSIC EMPIRE,VERRAZANO,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1282,1282,No Horse,No Horse,,,2022-02-16,2022,1,CH,C,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,SIX ORNAMENTS,SIX ORNAMENTS,FLATTER,FLATTER,,,,0,,,1901-01-01,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,OUT,,,,0,,,,,T,0.0,,SIX ORNAMENTS,MACLEAN'S MUSIC,FLATTER,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1283,1283,No Horse,No Horse,,,2022-04-15,2022,1,DKB,F,,Y,,,KY,SHARP AZTECA,SHARP AZTECA,SIXTYFIVENORTH,SIXTYFIVENORTH,MIDSHIPMAN,MIDSHIPMAN,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,CHRIS MELTON,,,,2500,,,,,T,0.0,,SIXTYFIVENORTH,SHARP AZTECA,MIDSHIPMAN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1284,1284,No Horse,No Horse,,,2022-05-02,2022,1,DKB,C,,Y,,,KY,CONNECT,CONNECT,SKATING,SKATING,AWESOME AGAIN,AWESOME AGAIN,,,,0,,,1901-01-01,ST GEORGE SALES AGENT XXVII,,,,OFF THE HOOK LLC,,,,9000,,,,,T,0.0,,SKATING,CONNECT,AWESOME AGAIN,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1285,1285,No Horse,No Horse,,,2022-01-30,2022,1,GRR,F,,Y,,,KY,TWIRLING CANDY,TWIRLING CANDY,SKILL,SKILL,LIAM'S MAP,LIAM'S MAP,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LVI,,,,ALBERTO GUBBINS,,,,14000,,,,,T,0.0,,SKILL,TWIRLING CANDY,LIAM'S MAP,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1286,1286,No Horse,No Horse,,,2022-05-11,2022,1,DKB,C,,Y,,,KY,ENTICED,ENTICED,SKINDY,SKINDY,SKIP AWAY,SKIP AWAY,,,,0,,,1901-01-01,LEGACY BLOODSTOCK AGENT VI,,,,KENNETH MCPEEK AGENT,,,,30000,,,,,T,0.0,,SKINDY,ENTICED,SKIP AWAY,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1287,1287,No Horse,No Horse,,,2022-04-20,2022,1,CH,F,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,SKIPALONG,SKIPALONG,INCLUDE,INCLUDE,,,,0,,,1901-01-01,KEITH LANCASTER AGENT I,,,,ALEJANDRO CONTRERAS,,,,3000,,,,,T,0.0,,SKIPALONG,GLOBAL CAMPAIGN,INCLUDE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1288,1288,No Horse,No Horse,,,2022-02-27,2022,1,B,C,,Y,,,VA,QUALITY ROAD,QUALITY ROAD,SKIPSTONE,SKIPSTONE,MONTBROOK,MONTBROOK,,,,0,,,1901-01-01,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,0.0,,SKIPSTONE,QUALITY ROAD,MONTBROOK,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1289,1289,No Horse,No Horse,,,2022-04-16,2022,1,B,C,,Y,,,KY,GUN RUNNER,GUN RUNNER,SKY AMERICA,SKY AMERICA,SKY MESA,SKY MESA,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,THREE CHIMNEYS/WINCHELL & MATTMILLER,,,,230000,,,,,T,0.0,,SKY AMERICA,GUN RUNNER,SKY MESA,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1290,1290,No Horse,No Horse,,,2022-03-14,2022,1,B,F,,Y,,,KY,MO TOWN,MO TOWN,SKY AY AY AY,SKY AY AY AY,SKY MESA,SKY MESA,,,,0,,,1901-01-01,GAINESWAY AGENT XXII,,,,OUT,,,,0,,,,,T,0.0,,SKY AY AY AY,MO TOWN,SKY MESA,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1291,1291,No Horse,No Horse,,,2022-04-09,2022,1,DKB,C,,Y,,,KY,BEE JERSEY,BEE JERSEY,SKY BEAM,SKY BEAM,KINGMAMBO,KINGMAMBO,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,EMBRACE THE DREAM,,,,2000,,,,,T,0.0,,SKY BEAM,BEE JERSEY,KINGMAMBO,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1292,1292,No Horse,No Horse,,,2022-05-02,2022,1,B,C,,Y,,,KY,NYQUIST,NYQUIST,SKY GIRL,SKY GIRL,SKY MESA,SKY MESA,,,,0,,,1901-01-01,LANE'S END AGENT,,,,NOT SOLD,,,,95000,,,,,T,0.0,,SKY GIRL,NYQUIST,SKY MESA,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1293,1293,No Horse,No Horse,,,2022-03-01,2022,1,GRR,F,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,SKY O' BLUE,SKY O' BLUE,HENNY HUGHES,HENNY HUGHES,,,,0,,,1901-01-01,WYNNSTAY SALES AGENT V,,,,NOT SOLD,,,,95000,,,,,T,0.0,,SKY O' BLUE,BOLT D'ORO,HENNY HUGHES,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1294,1294,No Horse,No Horse,,,2022-01-24,2022,1,DKB,C,,Y,,,FL,THE BIG BEAST,THE BIG BEAST,SKY PALACE,SKY PALACE,PALACE,PALACE,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XXIV,,,,THOROUGHBRED ACADIANA,,,,2000,,,,,T,0.0,,SKY PALACE,THE BIG BEAST,PALACE,
,,2023,Y,23FTKOCT,2023-10-26,1,4,1295,1295,No Horse,No Horse,,,2022-04-14,2022,1,CH,F,,Y,,,KY,LORD NELSON,LORD NELSON,SLAM'S HONOR,SLAM'S HONOR,GRAND SLAM,GRAND SLAM,,,,0,,,1901-01-01,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,FAST HORSES,,,,35000,,,,,T,0.0,,SLAM'S HONOR,LORD NELSON,GRAND SLAM,
